KALCODE,Result
22040508,"[2, 1, 0, 0]"
22040509,"[1, 1, 2, 0]"
22050101,"[2, 1, 0, 0, 0, 0]"
22050301,"[1, 0, 2]"
22050401,"[1, 2, 1, 0, 1]"
22050402,"[0, 1]"
22050404,"[1, 0, 2, 0]"
22050501,"[0, 2, 1]"
22050502,"[0, 2, 1]"
22050506,"[1, 0]"
22060101,"[2, 1, 1, 1, 1, 1, 0]"
22060102,"[1, 0, 0, 0, 0, 2, 0]"
22060103,"[2, 1, 2, 2, 2, 2, 0]"
22060104,"[0, 1, 1, 2, 2, 1]"
22060201,"[1, 2, 0, 0, 0, 0, 0]"
22060202,"[1, 2, 2, 0]"
22060203,"[1, 0, 2, 0, 0]"
22070101,"[0, 1, 2]"
22070201,"[2, 0, 1, 0]"
22070205,"[2, 1, 0]"
22070208,"[0, 1, 2]"
22070302,"[1, 2, 0]"
22070401,"[2, 1, 0, 2]"
22070402,"[0, 1]"
23010101,"[1, 1, 1, 1, 2, 1, 1, 0, 1]"
23010103,"[2, 2, 2, 2, 1, 0]"
23010104,"[0, 0, 2, 0, 0, 1, 0, 0]"
23010105,"[0, 0, 0, 2, 1]"
23010106,"[2, 0, 0, 1, 0]"
23010201,"[1, 2, 0, 0]"
23010301,"[1, 0]"
23010401,"[0, 0, 1, 2]"
23010402,"[2, 0, 2, 1, 2, 2]"
23010403,"[1, 0, 2]"
23010405,"[0, 0, 0, 1, 0, 2]"
23010406,"[1, 1, 2, 1, 1, 0]"
23010501,"[1, 2, 0, 0]"
23010502,"[0, 2, 2, 1]"
23010505,"[2, 0, 1, 0]"
23030204,[0]
23040101,"[0, 0, 1, 2]"
23040111,"[0, 1]"
23040205,[0]
23040206,[0]
23040301,"[1, 0, 2]"
23040302,"[1, 1, 0, 1, 2, 1]"
23040303,"[0, 1]"
23040305,"[2, 2, 1, 2, 0]"
23050101,"[0, 1, 2]"
23050104,"[0, 2, 0, 0, 1]"
23050201,"[2, 0, 2, 2, 1]"
23050202,"[0, 0, 1, 2]"
23050204,"[1, 0, 2, 2]"
23050205,"[0, 1, 2]"
23050301,"[0, 1, 1, 2]"
23050307,"[1, 2, 0]"
23060101,"[0, 2, 1]"
23060102,"[0, 1]"
23060108,"[2, 0, 1]"
23060110,"[2, 0, 0, 1]"
23060114,"[2, 0, 1]"
23060201,"[0, 0, 1, 2, 0]"
23060202,"[0, 1, 2, 2, 2]"
23060301,"[0, 0, 1, 2]"
23060501,"[2, 1, 0]"
23060502,"[2, 2, 1, 0]"
24010101,"[0, 1]"
24010201,[0]
24010401,[0]
24010701,"[1, 2, 0, 0, 0]"
24010703,"[0, 1, 2, 0]"
24010901,"[1, 0]"
24020101,"[1, 1, 0, 2, 1]"
24020105,"[2, 0, 1]"
24020107,"[0, 1]"
24020401,[0]
24030101,"[2, 0, 1]"
24030102,"[2, 0, 1]"
24030203,"[0, 1]"
24030205,"[1, 0]"
24030206,"[1, 0]"
24040101,"[2, 1, 0]"
24040302,"[0, 1]"
24040304,"[1, 0]"
24040401,"[2, 1, 0]"
24040403,"[2, 1, 0]"
24050101,"[2, 0, 0, 1]"
24050102,"[2, 1, 0]"
24050105,"[0, 1, 0, 0, 2]"
24050201,"[0, 1, 2, 2, 1]"
24050202,"[0, 1]"
24050204,"[0, 0, 1, 2]"
25010000,[0]
25020000,[0]
25030001,"[0, 1]"
25030002,"[0, 1]"
25030003,"[2, 1, 0]"
26010101,"[0, 1, 0, 1, 2]"
26010201,"[2, 0, 1]"
26010401,"[1, 0]"
26010601,"[1, 0, 0, 2]"
26010603,"[0, 1, 0, 2]"
26010704,"[2, 1, 0]"
26010802,"[1, 0]"
26020101,"[0, 1, 2]"
26020104,"[0, 1, 2]"
26020105,"[1, 0, 1, 2, 1]"
26020107,"[0, 2, 1, 0]"
26020108,"[1, 0]"
26020801,"[1, 0]"
26020805,"[0, 1, 2]"
26030101,"[1, 2, 0]"
26030102,"[0, 1, 2]"
26030302,"[1, 0]"
26030306,"[1, 0]"
26030601,"[0, 1]"
26040101,"[1, 0, 2, 0]"
26040103,"[2, 0, 0, 1]"
26040105,"[1, 0, 2, 0]"
26040201,"[2, 1, 0, 0, 0]"
26040202,"[1, 2, 0]"
26040204,"[1, 2, 0]"
26040301,"[2, 0, 1, 1]"
27010101,"[0, 2, 2, 2, 2, 2, 1]"
27010102,"[0, 1, 2, 0, 0]"
27010103,"[1, 2, 0, 0, 0, 0, 0]"
27010105,"[0, 0, 1, 2, 0, 0]"
27010106,"[1, 2, 0]"
27010107,"[2, 1, 2, 0, 0, 0]"
27010110,"[1, 0, 1, 2]"
27010111,"[2, 2, 2, 2, 1, 2, 0, 0]"
27010112,"[1, 0, 2]"
27010113,"[1, 2, 0, 0]"
27010201,"[2, 0, 0, 0, 1, 1]"
27010207,"[1, 0, 2]"
27010208,"[1, 2, 0]"
27010301,"[1, 0, 2]"
27010303,"[1, 0, 2]"
27010501,"[0, 1, 2, 0]"
27010503,"[0, 1]"
27010506,"[0, 1, 2]"
27010508,"[2, 1, 0, 0]"
27020101,"[0, 2, 0, 1]"
27020103,"[0, 1]"
27020201,"[1, 0, 0, 2]"
27020203,[0]
27020301,"[0, 1]"
27030101,"[0, 0, 1, 2]"
27030103,"[1, 0]"
27030115,"[0, 1, 2]"
27030201,"[2, 0, 1]"
27030206,"[0, 2, 1, 2]"
27030208,"[0, 1, 2, 0, 0]"
27030301,"[0, 0, 1, 2]"
27030306,"[1, 2, 0]"
27030308,[0]
27040101,"[2, 1, 0]"
27040102,"[2, 1, 0]"
27040201,"[0, 1]"
27040301,[0]
27050101,"[1, 0]"
27050107,[0]
27050201,[0]
27050301,"[0, 1]"
27050401,[0]
27060101,"[0, 1]"
27060201,"[1, 0]"
27060301,"[2, 0, 1]"
27060302,"[2, 2, 2, 1, 0, 2]"
27060305,"[1, 1, 0, 2]"
27060308,"[0, 0, 0, 1, 2]"
27070101,"[2, 0, 1, 0]"
27070102,"[0, 2, 1]"
27070103,"[1, 2, 0]"
27070104,"[1, 1, 2, 1, 0, 1, 1]"
27070201,"[0, 1]"
27070202,"[0, 2, 1]"
27070301,"[0, 1]"
27070302,"[2, 0, 1]"
27070303,"[1, 0]"
28010101,"[1, 0, 2, 0, 0, 0, 0]"
28010301,"[1, 1, 2, 0, 2, 2]"
28010303,"[0, 0, 2, 1]"
28010305,"[0, 2, 1]"
28010501,"[0, 1, 2]"
28020101,"[0, 2, 1, 1, 1]"
28020103,"[1, 2, 0]"
28030101,"[0, 2, 1, 1]"
28030102,"[1, 0, 2]"
28030301,"[0, 0, 0, 2, 1]"
28040101,"[0, 0, 1, 0, 0, 0, 2]"
28040104,"[1, 0, 2, 1]"
28040301,[0]
28040401,"[1, 1, 0, 2, 1, 1]"
28040405,"[1, 1, 2, 0, 1]"
28050101,"[0, 0, 1, 0, 2, 0, 0]"
28050102,"[0, 0, 2, 0, 0, 1, 0, 0]"
28050103,"[2, 1, 0, 0, 0]"
28050104,"[2, 1, 2, 0]"
28050105,"[2, 1, 0, 2]"
28050107,"[2, 1, 0]"
28050202,"[2, 0, 0, 1, 0, 0, 0]"
28060101,"[2, 0, 1]"
28060201,"[2, 1, 0]"
28060203,"[2, 1, 0, 2, 2]"
28060401,"[1, 0]"
29010101,"[1, 0, 0, 2]"
29010201,"[1, 2, 0, 0]"
29010202,"[1, 0, 2, 2]"
29010301,"[1, 2, 0, 0, 0, 0]"
29010303,"[1, 0, 2]"
29010304,"[0, 1, 2, 0]"
29010401,"[0, 2, 1, 0]"
29010402,"[2, 0, 1]"
29010405,"[2, 0, 1]"
29010406,"[2, 1, 0]"
29010501,"[0, 0, 0, 0, 2, 1]"
29020101,"[2, 1, 2, 0]"
29020105,"[0, 0, 2, 1]"
29020111,"[0, 1]"
29020113,"[2, 2, 1, 2, 0]"
29020201,"[1, 0]"
29020207,"[1, 0, 1, 2]"
29020212,"[1, 1, 0, 2]"
29030101,"[0, 1, 2, 2, 2]"
29030201,"[0, 1]"
29030203,"[1, 0]"
29040101,"[1, 2, 0, 0]"
29040106,"[0, 1]"
29040201,"[0, 0, 2, 1]"
29040202,"[1, 2, 0]"
29040304,"[1, 0]"
29040305,"[0, 1]"
29040307,"[1, 0]"
29040501,"[0, 1]"
29040504,"[0, 2, 1]"
29050104,"[0, 1]"
29050201,[0]
29050301,"[1, 0]"
29050401,[0]
29060101,"[2, 1, 0]"
29060201,"[1, 0]"
29060204,"[0, 0, 2, 0, 1]"
29060301,"[1, 2, 0, 2]"
29060302,[0]
29060306,"[0, 1]"
29060307,"[0, 0, 1, 2]"
29060401,"[1, 0]"
29060411,"[1, 0]"
29060501,"[1, 0]"
29060506,"[0, 1]"
29060509,[0]
29070101,"[1, 2, 0]"
29070102,"[1, 2, 0]"
29070104,"[2, 0, 1]"
29070201,"[1, 2, 0, 2]"
29070204,"[1, 2, 0, 2]"
29070206,"[2, 1, 0]"
29070207,"[2, 1, 0]"
29070209,"[2, 2, 0, 1]"
29070301,"[1, 1, 2, 0]"
29070303,"[0, 1]"
29080000,[0]
30010101,[0]
30010102,[0]
30020101,"[1, 0, 2]"
30020301,[0]
30020501,"[1, 0, 2]"
30020505,"[1, 2, 0]"
31010101,"[0, 1]"
31010107,"[0, 2, 1]"
31010201,[0]
31010301,"[1, 0]"
31010401,"[2, 1, 0]"
31010501,"[1, 2, 1, 0]"
31010601,"[0, 1]"
31010602,"[2, 1, 0]"
31010803,"[0, 1]"
31020101,[0]
31020113,[0]
31020302,[0]
31020306,[0]
31020401,[0]
32010101,"[2, 1, 0]"
32010102,"[0, 1, 2]"
32010104,"[0, 1, 2]"
32010201,"[0, 2, 1]"
32010206,"[0, 2, 1]"
32010209,"[0, 1]"
32010212,"[1, 0]"
32010604,"[0, 2, 1]"
32010606,"[0, 2, 1]"
32010608,"[2, 0, 0, 1]"
32010701,[0]
32010702,"[1, 0]"
32010801,"[0, 1]"
32010803,"[2, 1, 0]"
32010806,"[0, 1]"
33010101,"[2, 1, 2, 0, 0]"
33010102,"[2, 0, 1, 2, 2, 2]"
33010103,"[0, 1, 2, 2]"
33010104,"[1, 0]"
33010105,"[0, 2, 2, 2, 2, 1, 0]"
33010201,"[1, 0, 2]"
33010202,"[2, 0, 1]"
33010204,"[1, 0, 0, 2, 2]"
33010205,"[0, 1, 2]"
33010206,"[1, 0, 2]"
33010208,"[1, 2, 0, 0]"
33010301,"[0, 1, 0, 2, 0]"
33010302,"[0, 0, 2, 0, 1]"
33010305,"[2, 0, 1]"
33010306,"[1, 1, 0, 1, 2]"
33010401,"[2, 0, 0, 0, 1, 0]"
33010403,"[0, 1]"
33010408,"[2, 2, 2, 0, 1, 2]"
33010501,[0]
33010601,"[0, 0, 0, 2, 1]"
33010603,"[2, 2, 0, 1, 2, 2]"
33010604,"[1, 0]"
33010605,"[0, 2, 1, 1]"
33010606,"[0, 0, 2, 1, 0]"
34010001,[0]
35010101,"[0, 1]"
35010109,"[1, 0]"
35010202,"[1, 0]"
35010205,[0]
35010209,"[0, 2, 1]"
35010210,"[1, 0]"
35010302,[0]
35010307,"[0, 1]"
35010308,[0]
35010310,"[1, 0]"
36010101,"[1, 0, 2]"
36010104,"[0, 1, 0, 2]"
36010106,"[2, 1, 0, 1, 1]"
36010107,"[2, 0, 1]"
36010201,[0]
36010210,[0]
36010303,"[1, 0]"
36010304,"[0, 1]"
36010305,[0]
36010306,"[0, 1]"
36010501,"[0, 1, 2]"
36010707,"[2, 1, 0]"
36020003,[0]
37010100,"[2, 2, 1, 0]"
37010201,"[2, 2, 0, 1]"
37010202,"[1, 2, 0]"
37010301,"[2, 0, 1]"
37010303,"[2, 1, 0]"
37010306,"[1, 0]"
37010403,[0]
37010501,"[1, 2, 0]"
37010502,"[1, 0, 2, 0]"
37010503,"[1, 2, 0]"
37010505,"[1, 0, 2]"
37010507,"[2, 0, 1, 0]"
37010512,"[2, 0, 1]"
37020101,"[2, 2, 1, 0]"
37020105,"[1, 0]"
37020113,"[1, 0]"
37020301,"[0, 1]"
37020308,"[1, 0]"
37020312,"[0, 1, 2]"
37020314,"[0, 1, 2]"
37020401,"[1, 0]"
37020410,[0]
37020501,"[0, 1]"
37020504,"[0, 2, 1]"
37020601,"[0, 1, 2]"
37020615,"[0, 1]"
37030101,"[0, 1, 2, 0]"
37030102,"[0, 1]"
37030107,"[0, 2, 0, 1]"
37030201,"[1, 2, 0, 2]"
37030203,"[0, 1, 0, 2]"
37030206,"[2, 1, 0, 1]"
37030207,"[1, 0]"
37030211,"[0, 1, 0, 0, 2]"
37030301,"[0, 1, 1, 1, 1, 2]"
37030302,"[0, 1, 0, 0, 0, 2]"
37030304,"[0, 0, 0, 2, 1]"
37030305,"[1, 2, 0]"
37030401,"[1, 0]"
37030403,"[0, 1, 0, 0, 0, 2]"
37030415,[0]
37030416,"[2, 0, 1]"
37040101,"[2, 1, 0, 0, 0]"
37040102,"[0, 2, 0, 1, 0]"
37040109,"[2, 0, 1]"
37040113,"[2, 1, 0, 1]"
37040114,"[2, 0, 1, 2]"
37040115,"[0, 0, 2, 1, 0]"
37040401,"[0, 1]"
37040409,"[1, 0]"
37040411,[0]
37050101,"[0, 1]"
37050201,"[1, 0]"
37050212,"[0, 1]"
37050301,[0]
37050406,[0]
38010201,"[2, 0, 1]"
38010203,"[2, 1, 0, 2, 2]"
38010301,"[0, 2, 1]"
38010302,"[2, 2, 2, 1, 0]"
38010303,"[0, 0, 0, 1, 2]"
38010304,"[0, 0, 0, 2, 0, 1]"
38010306,"[0, 0, 2, 1, 0]"
38020101,"[1, 0, 2, 1, 1, 1]"
38020102,"[2, 2, 1, 0, 2]"
38020104,"[0, 2, 1]"
38020105,"[1, 1, 2, 2, 0, 0, 1]"
38020106,"[2, 1, 0, 0]"
38020201,"[0, 2, 1, 1]"
38020301,"[1, 0, 1, 2, 1, 1]"
38020303,"[1, 0]"
38020304,"[0, 0, 2, 1, 0, 0]"
38030101,"[1, 2, 0, 2, 2, 2]"
38030102,"[1, 0]"
38030103,"[0, 1]"
38030104,"[0, 2, 1]"
38030201,"[1, 2, 0]"
38030202,"[2, 1, 0, 2]"
38030301,[0]
38030304,"[1, 0]"
38040101,"[1, 0, 2, 0, 0, 0, 0]"
38040102,"[0, 1, 2, 0, 0]"
38040105,"[0, 2, 1]"
38040106,"[2, 1, 2, 0, 0]"
38040109,"[2, 0, 1]"
38040110,"[0, 2, 1, 2, 1]"
38040201,"[1, 2, 0, 0, 0]"
38040205,"[0, 1]"
38040206,"[0, 1]"
38040208,"[2, 1, 0, 0]"
38040210,"[2, 1, 1, 0]"
38040214,"[1, 0, 2]"
38040301,"[1, 0, 2, 0]"
38040302,"[1, 2, 0, 2]"
38050001,[0]
38050011,[0]
38060101,"[2, 0, 2, 1]"
38060102,"[1, 0]"
38060107,"[2, 0, 1]"
38060110,"[2, 1, 0]"
38060201,"[1, 0]"
38060202,"[1, 0]"
38060401,[0]
38060604,[0]
38060605,[0]
38070101,"[2, 2, 0, 1, 0]"
38070105,"[0, 1, 2]"
38070106,[0]
38070111,"[0, 2, 0, 1, 0]"
38070201,"[2, 0, 1]"
38070204,"[0, 1]"
38070301,"[0, 1]"
38070302,"[2, 1, 0]"
39010101,"[1, 0, 0, 2, 0, 0]"
39010102,"[0, 1, 2]"
39010104,"[1, 2, 0]"
39010105,"[2, 0, 1]"
39010106,"[0, 2, 1, 1]"
39010108,"[2, 0, 0, 1]"
39010115,"[2, 0, 1, 2]"
39010119,"[2, 1, 0]"
39010201,"[1, 0, 2, 2]"
39010203,"[1, 0, 2]"
39010303,"[1, 0]"
39010401,"[0, 2, 1]"
39010404,"[2, 0, 1]"
39010408,"[1, 0, 2, 0]"
39010409,"[1, 0]"
39010411,"[1, 2, 0]"
39020101,"[0, 1]"
39020103,[0]
39020105,"[0, 1, 2]"
39020106,"[2, 1, 0]"
39020201,[0]
39030101,"[1, 2, 1, 0]"
39030103,"[1, 0]"
39030106,"[0, 2, 1, 0]"
39030201,"[1, 0, 0, 0, 0, 2, 0]"
39030202,"[1, 0, 0, 2]"
39030203,"[0, 2, 1]"
39030301,"[0, 1]"
39040101,[0]
39040111,"[1, 0]"
39040116,"[0, 2, 1]"
39040301,[0]
39050101,[0]
39050106,"[0, 1]"
39050113,[0]
39050201,[0]
39060101,"[0, 0, 2, 1]"
39060102,"[1, 0]"
39060107,"[0, 1, 2]"
39060108,"[2, 0, 1, 0, 0]"
39060112,"[0, 1, 2, 2]"
39060114,"[2, 1, 0]"
39060117,"[1, 2, 0]"
39060118,"[0, 1, 2, 2]"
39060119,"[0, 2, 1, 2]"
39060120,"[1, 0]"
39070101,"[2, 0, 1]"
39070102,"[0, 1, 0, 2]"
39070107,"[0, 1]"
39070201,"[1, 0]"
39070301,"[2, 2, 0, 2, 1]"
40010101,"[0, 2, 1, 0]"
40010110,"[2, 0, 1]"
40010111,"[1, 0]"
40010301,"[0, 1]"
40010401,"[0, 1, 0, 0, 0, 2]"
40010402,"[1, 2, 0]"
40010404,"[1, 0]"
40010501,"[0, 2, 1, 0]"
40010502,"[0, 2, 0, 1, 0]"
40010503,"[2, 2, 0, 0, 2, 1]"
40010507,"[2, 0, 1, 0]"
40010603,[0]
40010701,"[0, 1]"
40010708,[0]
40020001,"[1, 2, 0]"
40020003,"[0, 2, 1]"
40020007,"[2, 0, 1]"
40020012,"[1, 0, 1, 2]"
40020018,"[0, 1]"
40030101,[0]
40030201,"[1, 2, 0]"
40030808,[0]
40030812,[0]
40040101,[0]
40040201,[0]
40050101,"[2, 0, 1]"
40050301,"[2, 2, 1, 0, 2]"
40050303,"[0, 1]"
41010101,"[0, 1, 0, 2]"
41010102,"[0, 0, 0, 2, 0, 1]"
41010103,"[0, 2, 0, 0, 0, 0, 1]"
41010104,"[0, 2, 2, 1]"
41010201,"[1, 1, 2, 0, 1]"
41010202,"[0, 0, 1, 2, 0, 0]"
41010203,"[1, 1, 2, 0, 1]"
41010205,"[1, 1, 2, 0, 1, 1, 1]"
41010301,"[0, 0, 1, 0, 2, 2]"
41010302,"[2, 1, 1, 2, 0]"
41010304,"[2, 0, 0, 0, 0, 1, 0]"
41010306,"[2, 2, 0, 0, 1]"
41010308,"[0, 1, 2, 2, 0, 2]"
41010401,"[1, 1, 1, 2, 0, 1, 1]"
41010402,"[0, 0, 0, 0, 1, 2]"
41010403,"[2, 1, 0, 2]"
41020101,"[0, 0, 0, 1, 1, 2, 1]"
41020102,"[2, 0, 0, 0, 1]"
41020108,"[2, 1, 0, 1]"
41020401,"[0, 2, 0, 1]"
41020402,"[2, 0, 1, 0]"
41020503,"[1, 0]"
41020504,"[0, 1]"
41020604,"[1, 2, 1, 0]"
41020702,"[0, 1]"
41020705,"[1, 2, 0]"
41020706,"[1, 1, 1, 2, 0]"
41020707,"[0, 0, 2, 1, 2]"
41020801,"[1, 0, 2, 2]"
41030101,"[0, 2, 0, 1, 0]"
41030201,"[1, 2, 0, 0]"
41030202,"[1, 0]"
41030203,"[0, 0, 0, 2, 1]"
41030204,"[1, 0, 2]"
41040101,"[0, 0, 0, 1, 2]"
41040102,"[0, 2, 1, 1, 1]"
41040103,"[0, 1, 2]"
41040104,"[1, 0]"
41040105,"[2, 2, 1, 0, 1, 2]"
41040201,"[1, 1, 2, 1, 0]"
41040202,"[2, 0, 1, 1, 1]"
41040203,"[0, 0, 2, 1]"
42010101,"[1, 2, 0, 2, 2]"
42010102,"[2, 0, 0, 0, 1, 0, 0]"
42010103,"[2, 0, 0, 0, 1, 0, 2]"
42010104,"[2, 0, 1, 0, 2]"
42010105,"[2, 0, 1, 0, 0]"
42010202,"[2, 0, 1, 2, 0]"
42010204,"[0, 1]"
42010301,"[0, 2, 1, 0, 0, 0, 0]"
42010303,"[2, 1, 0, 0]"
42010401,"[0, 1, 2]"
42010501,"[1, 2, 0, 1, 1]"
42010503,"[0, 0, 0, 0, 0, 1, 2]"
42010504,"[1, 0, 2]"
42010505,"[0, 2, 1, 0, 0, 0, 2, 0, 0]"
42020101,"[0, 2, 1, 0, 0]"
42020103,"[2, 2, 2, 0, 1]"
42020105,"[0, 0, 2, 1]"
42020201,"[0, 1, 2]"
42020203,"[0, 0, 1, 2]"
42020207,"[0, 2, 1]"
42030101,"[0, 2, 0, 2, 1]"
42030102,"[0, 1, 1, 2, 1, 0]"
42030103,"[1, 2, 1, 0]"
42030201,"[2, 2, 0, 2, 1]"
42040001,"[1, 0, 2]"
42040003,"[1, 1, 0, 1, 2]"
42040004,"[0, 0, 1, 2, 0]"
42050101,"[0, 1]"
42050115,[0]
42050121,[0]
42050122,[0]
42050123,"[0, 1]"
42050201,"[0, 1]"
42050205,"[1, 0]"
42060101,"[1, 2, 0, 0]"
42060105,"[1, 0]"
42060106,"[1, 0, 2]"
42060107,"[2, 0, 0, 0, 1]"
42060111,"[0, 2, 1, 1]"
42060116,"[1, 2, 0, 0]"
42060201,"[1, 0]"
42060207,"[0, 1]"
42060305,[0]
43010101,"[0, 0, 1, 2, 0]"
43010102,"[1, 0, 2]"
43010103,"[1, 0]"
43010201,"[2, 0, 1]"
43010207,"[2, 0, 2, 1]"
43010401,"[0, 2, 1]"
43010406,"[0, 2, 1]"
43010505,[0]
43010601,"[0, 1]"
43010608,"[0, 1]"
43010701,"[1, 0, 2]"
43010712,"[1, 0, 2]"
43020101,"[2, 0, 1, 1]"
43020103,"[0, 1]"
43020111,"[2, 0, 1]"
43020118,"[2, 0, 1]"
43020203,"[0, 1]"
43020301,[0]
43020303,[0]
43020314,"[0, 1]"
43040101,"[2, 1, 0]"
43040102,"[1, 0]"
43040105,"[1, 0]"
43040201,"[1, 0]"
43040202,"[2, 1, 1, 0]"
43040204,"[0, 2, 1, 0]"
43040302,"[2, 0, 1]"
43040304,"[1, 0]"
43040401,"[2, 0, 1]"
43040403,"[2, 0, 1, 0, 0]"
43040502,"[2, 0, 0, 0, 1]"
43040504,"[2, 1, 0]"
43050101,"[2, 0, 0, 0, 0, 1]"
43050106,"[1, 0, 2]"
43050201,"[1, 2, 0]"
43050202,"[0, 2, 1]"
43050501,"[1, 0]"
43050503,"[1, 0]"
43050504,"[1, 0]"
44010101,"[2, 2, 0, 1, 2, 0]"
44010103,"[1, 0, 2, 1]"
44010105,"[0, 2, 1]"
44010106,"[1, 0]"
44010114,"[2, 0, 2, 2, 1]"
44010205,"[0, 2, 1]"
44010301,"[0, 1]"
44010401,"[2, 1, 0]"
44010402,"[1, 2, 0]"
44010404,"[2, 0, 1]"
44020101,[0]
44020102,"[1, 0]"
44020110,"[0, 1]"
44020201,"[0, 1]"
44020202,"[0, 1]"
44030101,"[0, 1, 0, 2, 0]"
44030104,"[1, 0]"
44030105,"[0, 2, 0, 1]"
44030109,"[2, 0, 1]"
44030114,"[0, 1]"
44030205,[0]
44030301,"[0, 2, 1]"
44030304,"[0, 1]"
44030401,[0]
44030406,"[2, 0, 1]"
44030411,"[0, 1]"
44030506,"[1, 0]"
44030601,"[0, 1]"
44030607,"[1, 0]"
44030701,"[0, 1]"
44030711,"[0, 1]"
44040101,"[1, 2, 0, 0, 0]"
44040105,"[1, 0]"
44040111,"[0, 2, 1]"
44040201,[0]
44040301,"[1, 0, 2]"
44040303,"[0, 1]"
44040501,"[1, 2, 0, 0]"
44040504,"[0, 2, 1, 1]"
44040506,"[1, 0]"
44050101,"[0, 0, 0, 2, 1]"
44050103,"[0, 2, 1, 0]"
44050104,"[1, 1, 2, 0]"
44050107,"[0, 1]"
44050201,"[1, 0]"
44050209,"[0, 1]"
44050302,[0]
44050401,"[2, 0, 1]"
44050403,"[0, 0, 1, 2]"
44050501,"[1, 0]"
44050605,[0]
44060101,"[1, 2, 0]"
44060110,"[1, 0]"
44060201,"[1, 2, 0]"
44060202,"[1, 0]"
44060307,"[1, 0]"
44060401,"[2, 0, 1]"
44060406,"[2, 1, 0]"
44060601,"[1, 0]"
45020000,"[0, 0, 0, 2, 1]"
45030000,"[1, 2, 0]"
45040101,"[1, 1, 0, 1, 2]"
45040201,"[1, 1, 2, 1, 0]"
45050000,"[0, 1, 2, 0]"
45060000,"[0, 0, 0, 0, 0, 1, 0, 2]"
45070000,"[0, 0, 0, 2, 1]"
45080101,"[0, 2, 1, 0, 0]"
45080201,"[0, 2, 1]"
46010000,"[1, 0, 2, 0, 0, 0, 0]"
46030000,"[1, 0, 2, 2]"
46050101,"[1, 1, 1, 2, 1, 0, 0, 1]"
46050301,"[1, 0]"
46060101,"[0, 1, 0, 2]"
46060201,"[1, 1, 2, 0]"
46070000,"[2, 0, 0, 1, 0]"
46090101,"[2, 0, 0, 0, 1]"
46090201,"[0, 1, 0, 0, 0, 2]"
46100101,"[0, 1, 1, 2]"
46110101,"[2, 0, 1, 0, 0]"
46110201,"[2, 0, 0, 0, 1]"
46110301,"[0, 1, 2, 2, 2]"
46120000,"[1, 2, 1, 1, 0, 1, 1, 1]"
47010000,"[0, 0, 2, 0, 1, 0]"
47030101,"[1, 0, 0, 2, 0, 0, 0]"
47030201,"[1, 0, 1, 2, 1, 1]"
47040000,"[0, 1, 0, 0, 2]"
47050000,"[1, 0, 2, 0, 0, 0]"
47060000,"[2, 1, 1, 2, 2, 2, 0]"
47070000,"[1, 1, 2, 1, 1, 0, 1, 1]"
48010000,"[2, 0, 2, 2, 1]"
48020000,"[2, 2, 2, 0, 2, 2, 1]"
48030000,"[2, 1, 1, 1, 0, 0]"
48040000,"[0, 2, 0, 1, 0]"
48050101,"[0, 2, 1, 2, 2, 2]"
48050201,"[0, 1, 2, 0]"
48060101,"[0, 2, 2, 0, 1]"
48060201,"[2, 2, 0, 1, 2]"
48070000,"[0, 0, 2, 1, 0]"
48080000,"[0, 0, 2, 1, 0]"
49010101,"[0, 0, 0, 0, 0, 1, 0, 2, 0, 0]"
49020101,"[0, 0, 1, 2, 0]"
49020201,"[2, 2, 1, 0]"
49020301,"[0, 1, 2]"
49030101,[0]
49040000,"[0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 1]"
49050101,"[1, 0]"
49050301,"[2, 0, 1, 0]"
49060101,"[1, 0]"
49060401,"[0, 2, 1]"
49070000,"[2, 2, 2, 2, 0, 1]"
49080101,"[0, 0, 0, 1, 1, 0, 0, 2]"
49080201,"[0, 0, 0, 2, 1, 0]"
49090101,"[0, 2, 0, 1]"
49090301,"[0, 2, 1, 0]"
49100101,"[0, 1, 2]"
49110101,"[2, 1, 0, 2]"
49120201,"[2, 0, 1]"
49130201,"[1, 0, 2, 0]"
50010101,"[2, 2, 0, 1, 0]"
50020000,"[2, 0, 2, 2, 1, 2]"
50030101,"[0, 0, 2, 1, 0, 0]"
50030201,"[2, 2, 0, 2, 2, 1]"
50030301,"[2, 0, 2, 1, 2]"
50040101,"[0, 0, 0, 2, 0, 1, 0]"
50040201,"[1, 0, 2]"
50050101,"[0, 2, 2, 1, 2, 1, 2]"
50050201,"[2, 0, 1, 1]"
50050301,"[0, 0, 0, 1, 0, 2, 0]"
51010000,"[1, 0, 0, 2, 2]"
51020101,"[0, 1, 1, 2, 1]"
51020201,"[1, 2, 0]"
51030000,"[1, 0]"
51040201,"[2, 2, 2, 1, 0]"
51050000,"[0, 1, 2]"
52010101,"[0, 2, 1]"
52010102,"[1, 0, 2]"
52010201,"[1, 2, 0]"
52060000,"[1, 0]"
53010101,"[0, 1, 1, 2]"
53010103,"[1, 2, 2, 0]"
53010104,"[0, 2, 1, 1]"
53010105,"[0, 2, 1]"
53010106,"[0, 1, 2, 1, 1]"
53010107,"[0, 1, 2]"
53010108,"[2, 0, 1, 1]"
53010201,"[1, 0]"
53010301,"[0, 1, 0, 2]"
53010401,"[1, 0]"
53010403,"[2, 0, 1]"
53010405,"[2, 0, 1, 0]"
53010506,[0]
53010601,[0]
54010101,"[0, 1]"
